timestamp,state
1782446604.535,"[0.110659,0.411518,0.419904,-179.8393,0.8601,2.2382,1]"
1782446604.760,"[0.110651,0.411617,0.418657,-179.8397,0.8600,2.2382,1]"
1782446604.982,"[0.110642,0.411712,0.417408,-179.8394,0.8600,2.2382,1]"
1782446605.209,"[0.110634,0.411808,0.416069,-179.8396,0.8600,2.2382,1]"
1782446605.431,"[0.110627,0.411891,0.414817,-179.8396,0.8599,2.2381,1]"
1782446605.656,"[0.110620,0.411975,0.413476,-179.8394,0.8599,2.2381,1]"
1782446605.878,"[0.110614,0.412043,0.412311,-179.8394,0.8599,2.2381,1]"
1782446606.101,"[0.110608,0.412116,0.410969,-179.8394,0.8599,2.2381,1]"
1782446606.325,"[0.110602,0.412177,0.409707,-179.8396,0.8598,2.2381,1]"
1782446606.547,"[0.110597,0.412235,0.408449,-179.8392,0.8598,2.2381,1]"
1782446606.767,"[0.110593,0.412290,0.407098,-179.8396,0.8598,2.2380,1]"
1782446606.990,"[0.110589,0.412336,0.405835,-179.8396,0.8598,2.2380,1]"
1782446607.218,"[0.110585,0.412380,0.404485,-179.8391,0.8598,2.2380,1]"
1782446607.442,"[0.110582,0.412414,0.403217,-179.8395,0.8598,2.2380,1]"
1782446607.663,"[0.110580,0.412442,0.402044,-179.8393,0.8598,2.2380,1]"
1782446607.885,"[0.110578,0.412468,0.400688,-179.8392,0.8598,2.2380,1]"
1782446608.105,"[0.110576,0.412487,0.399417,-179.8395,0.8598,2.2380,1]"
1782446608.331,"[0.110574,0.412502,0.398059,-179.8394,0.8597,2.2380,1]"
1782446608.554,"[0.110574,0.412509,0.396786,-179.8395,0.8597,2.2380,1]"
1782446608.780,"[0.110574,0.412512,0.395513,-179.8393,0.8598,2.2380,1]"
1782446609.001,"[0.110574,0.412509,0.394056,-179.8393,0.8597,2.2380,1]"
1782446609.227,"[0.110575,0.412500,0.392873,-179.8397,0.8597,2.2380,1]"
1782446609.446,"[0.110576,0.412486,0.391597,-179.8394,0.8598,2.2380,1]"
1782446609.672,"[0.110578,0.412466,0.390325,-179.8394,0.8598,2.2380,1]"
1782446609.898,"[0.110580,0.412440,0.388958,-179.8394,0.8598,2.2380,1]"
1782446610.120,"[0.110582,0.412410,0.387677,-179.8395,0.8598,2.2380,1]"
1782446610.343,"[0.110586,0.412374,0.386396,-179.8393,0.8598,2.2380,1]"
1782446610.563,"[0.110589,0.412330,0.385025,-179.8395,0.8598,2.2381,1]"
1782446610.784,"[0.110593,0.412283,0.383741,-179.8396,0.8598,2.2381,1]"
1782446611.011,"[0.110598,0.412230,0.382459,-179.8394,0.8599,2.2381,1]"
1782446611.235,"[0.110603,0.412168,0.381082,-179.8399,0.8599,2.2381,1]"
1782446611.457,"[0.110608,0.412109,0.379892,-179.8396,0.8599,2.2381,1]"
1782446611.679,"[0.110615,0.412036,0.378518,-179.8392,0.8599,2.2381,1]"
1782446611.902,"[0.110621,0.411961,0.377230,-179.8394,0.8600,2.2382,1]"
1782446612.123,"[0.110628,0.411876,0.375853,-179.8393,0.8600,2.2382,1]"
1782446612.344,"[0.110635,0.411790,0.374563,-179.8396,0.8600,2.2382,1]"
1782446612.566,"[0.110643,0.411706,0.373368,-179.8395,0.8601,2.2382,1]"
1782446612.789,"[0.110651,0.411604,0.371988,-179.8394,0.8601,2.2383,1]"
1782446613.015,"[0.110660,0.411502,0.370702,-179.8395,0.8601,2.2383,1]"
1782446613.240,"[0.110670,0.411390,0.369343,-179.8394,0.8602,2.2383,1]"
1782446613.462,"[0.110679,0.411280,0.368092,-179.8398,0.8602,2.2383,1]"
1782446613.684,"[0.110689,0.411168,0.366877,-179.8396,0.8602,2.2384,1]"
1782446613.913,"[0.110699,0.411049,0.365620,-179.8396,0.8603,2.2384,1]"
1782446614.140,"[0.110709,0.410938,0.364495,-179.8396,0.8603,2.2384,1]"
1782446614.363,"[0.110719,0.410821,0.363359,-179.8395,0.8603,2.2384,1]"
1782446614.583,"[0.110728,0.410714,0.362356,-179.8397,0.8604,2.2384,1]"
1782446614.805,"[0.110736,0.410616,0.361449,-179.8394,0.8604,2.2384,1]"
